id,name,works_count
T12948,Inclusion and Disability in Education and Sport,27600
T13119,Philosophy and Social Theory,27244
T12311,Political Theology and Sovereignty,26782
T12295,"Foucault, Power, and Ethics",26035
T13843,African Sexualities and LGBTQ+ Issues,25567
T12284,Emotional Labor in Professions,25084
T12730,"Weber, Simmel, Sociological Theory",25026
T13428,Anarchism and Radical Politics,23944
T12088,Intergenerational and Educational Inequality Studies,23856
T13620,Education for Peace and Conflict Resolution,23793
T13576,"Cyprus History, Politics, Society",23635
T13841,Psychology of Social Influence,23592
T13718,Media Influence and Politics,23578
T12143,Place Attachment and Urban Studies,23098
T13764,Political theory and Gramsci,22952
T13132,"Hydropower, Displacement, Environmental Impact",22776
T12839,Emile Durkheim and Sociology,22581
T13416,Educational Theory and Curriculum Studies,21891
T13441,Ottoman Empire History and Society,21610
T13728,"Crime, Deviance, and Social Control",21188
T13014,Peace and Human Rights Education,20929
T14043,Historical and modern epidemiology studies,20809
T14038,"Youth, Politics, and Society",20408
T13707,"Literature, Language, and Rhetoric Studies",20287
T14350,"Innovation, Sustainability, Human-Machine Systems",20100
T13455,"Decadence, Literature, and Society",19908
T14140,Elite Sociology and Global Capitalism,18456
T14141,Colonial History and Postcolonial Studies,17733
T13320,Ukrainian Cultural and Linguistic Studies,17118
T13581,New Caledonia Indigenous Studies,16731
T13660,Philosophical and Historical Studies,16516
T13881,Sociology and Norbert Elias,16419
T12892,Social Power and Status Dynamics,16041
T13469,"Environmental, Ecological, and Cultural Studies",14714
T13401,Social and Cultural Studies,14291
T13043,Youth Culture and Social Dynamics,14279
T14440,Quality of Life Measurement,14154
T14504,Diverse Academic Research Analysis,13610
T12679,Focus Groups and Qualitative Methods,13065
T13687,Extractivism and Socioeconomic Issues,12394
T14476,Mental Health and Well-being,11852
T12807,Consumer Behavior and Market Dynamics,11519
T13582,"Stalking, Cyberstalking, and Harassment",10823
T13617,"Gender, Violence, Rights in Latin America",10001
T13550,Diverse Applied Research Studies,9787
T12320,Feminist Epistemology and Gender Studies,9753
T13503,"Gender, Health, and Social Inequality",9387
T14073,Diverse Global Research Studies,8931
T13724,Humanities and Social Sciences,8804
T14023,Interdisciplinary Studies and Sociocultural Dynamics,7848
T13783,"Feminism, Gender, and Intersectionality",7770
T14111,Diverse Research Studies Overview,7454
T13698,"Education, Politics, and Culture Studies",7350
T14383,Global Development and Urbanization,5263
T14084,Methodology and Impact of Social Science Research,4943
T13969,Flooding and Environmental Impact,4536
T14077,Socio-political and Technological Issues,4061
T14422,"Sociology, Governance, and Technology",4008
T14202,"Sustainability, Governance, and Employment Studies",3831
T13631,"Global History, Politics, and Ideology",3652
T13300,Contemporary Social and Educational Issues,3570
T13610,"Society, Economy, and Ethics Research",3371
T14000,"Cultural, Social, and Media Studies",3315
T13017,Zygmunt Bauman's Sociology,2862
T13982,Social Movements and Cultural Identity,2853
T13311,Sociology and Cultural Identity Studies,2818
T13994,The Impact of Diversity and Innovation on Society,2496
T13835,"Educational, Social, and Political Issues",2435
T14253,Latin American social science,1355
T14352,Globalization and Economic Impact,977
